Taxonomic Group,Scientific Name,Common Name,2022 SGCN Tier,2012 SGCN Tier,Extirpated Status,Federal State Legal Status,Declining Status,Disjunct Status,Demographic Status,Concentration Status,Distribution Status
Mammal,Idionycteris phyllotis,Allen's Lappet-browed Bat,2,3,2,2,0,2,0,1,2
Mammal,Antilocapra americana americana,American Pronghorn,2,2,2,2,2,2,1,2,2
Mammal,Lepus alleni,Antelope Jackrabbit,2,2,2,2,0,2,2,2,1
Mammal,Sigmodon arizonae cienegae,Arizona Cotton Rat,2,2,2,2,0,1,0,2,2
Mammal,Sciurus arizonensis,Arizona Gray Squirrel,2,2,2,2,0,1,0,2,1
Mammal,Microtus montanus,Arizona Montane Vole,2,2,2,2,2,1,0,2,1
Mammal,Perognathus amplus,Arizona Pocket Mouse,2,2,2,2,2,2,2,2,1
Mammal,Sorex arizonae,Arizona Shrew,2,2,2,2,0,1,0,2,1
Mammal,Chaetodipus baileyi,Bailey's Pocket Mouse,2,2,2,2,2,2,2,2,1
Mammal,Nyctinomops macrotis,Big Free-tailed Bat,2,3,2,2,0,2,0,1,2
Mammal,Macrotus californicus,California Leaf-nosed Bat,2,N/A,2,2,2,2,2,1,1
Mammal,Myotis velifer,Cave Myotis,2,N/A,2,2,2,2,2,1,2
Mammal,Sciurus nayaritensis chiricahuae,Chiricahua Fox Squirrel,2,2,2,2,0,1,0,2,1
Mammal,Notiosorex cockrumi,Cockrum's Desert Shrew,2,2,2,2,0,1,0,0,1
Mammal,Sigmodon arizonae plenus,Colorado River Cotton Rat,2,2,1,2,0,1,0,2,1
Mammal,Sorex nanus,Dwarf Shrew,2,2,2,2,0,1,0,2,2
Mammal,Myotis thysanodes,Fringed Myotis,2,N/A,2,2,2,2,2,1,2
Mammal,Callospermophilus lateralis,Golden-mantled Ground Squirrel,2,3,2,2,2,1,2,2,2
Mammal,Tamias cinereicollis,Gray-collared Chipmunk,2,2,2,2,0,2,0,2,1
Mammal,Eumops perotis californicus,Greater Western Mastiff Bat,2,2,2,2,1,2,0,1,2
Mammal,Thomomys bottae subsimilis,Harquahala Southern Pocket Gopher,2,2,2,2,0,1,0,2,1
Mammal,Ammospermophilus harrisii,Harris's Antelope Squirrel,2,2,2,2,2,2,2,2,1
Mammal,Sigmodon hispidus,Hispid Cotton Rat,2,2,2,2,0,1,0,2,2
Mammal,Lasiurus cinereus,Hoary Bat,2,3,2,2,0,2,2,1,2
Mammal,Dipodomys microps leucotis,Houserock Valley Chisel-toothed Kangaroo Rat,2,2,2,2,0,1,0,2,1
Mammal,Sciurus aberti kaibabensis,Kaibab Squirrel,2,2,2,2,2,1,2,2,1
Mammal,Tamias minimus,Least Chipmunk,2,2,2,2,0,1,0,2,2
Mammal,Tadarida brasiliensis,Mexican Free-tailed Bat,2,2,2,2,2,2,2,1,2
Mammal,Choeronycteris mexicana,Mexican Long-tongued Bat,2,3,2,2,1,2,2,2,1
Mammal,Didelphis virginiana californica,Mexican Opossum,2,2,2,2,0,1,2,2,2
Mammal,Neotoma mexicana mexicana,Mexican Woodrat,2,N/A,2,2,0,1,2,2,0
Mammal,Nyctinomops femorosaccus,Pocketed Free-tailed Bat,2,3,2,2,2,2,2,1,2
Mammal,Ammospermophilus leucurus tersus,Prospect Valley White-tailed Antelope Squirrel,2,2,2,2,0,1,0,2,1
Mammal,Peromyscus nasutus (difficilis),Rock Mouse,2,3,2,2,0,1,2,2,2
Mammal,Thomomys umbrinus intermedius,Southern Pocket Gopher,2,2,2,2,0,1,0,2,1
Mammal,Myotis auriculus,Southwestern Myotis,2,3,2,2,0,0,2,2,1
Mammal,Lontra canadensis sonora,Southwestern River Otter,2,2,1,0,0,0,0,0,0
Mammal,Euderma maculatum,Spotted Bat,2,2,2,2,0,2,0,1,2
Mammal,Perognathus flavus goodpasteri,Springerville Pocket Mouse,2,2,2,2,0,1,0,0,1
Mammal,Neotoma stephensi,Stephen's Woodrat,2,3,2,2,2,2,2,2,1
Mammal,Spermophilus tridecemlineatus,Thirteen-lined Ground Squirrel,2,2,2,2,2,1,2,2,2
Mammal,Tamias umbrinus,Uinta Chipmunk,2,2,2,2,0,1,0,2,2
Mammal,Eumops underwoodi,Underwood's Mastiff Bat,2,2,2,2,0,2,0,2,1
Mammal,Lasiurus blossevillii,Western Red Bat,2,3,2,2,0,2,0,1,2
Mammal,Sorex navigator,Western Water Shrew,2,N/A,2,2,0,1,0,2,2
Mammal,Lasiurus xanthinus,Western Yellow Bat,2,N/A,2,2,0,2,2,1,2
Mammal,Microtus longicaudus leucophaeus,White-bellied Long-tailed Vole,2,2,2,2,0,1,0,2,1
Mammal,Ammospermophilus leucurus cinnamomeus,White-tailed Antelope Squirrel,2,3,2,2,0,0,0,2,1
Mammal,Perognathus amplus cineris,Wupatki Arizona Pocket Mouse,2,2,2,2,0,1,0,2,1
Mammal,Sigmodon arizonae jacksoni,Yavapai Arizona Cotton Rat,2,2,1,2,0,1,0,2,1
Mammal,Sigmodon hispidus eremicus,Yuma Hispid Cotton Rat,2,2,2,2,0,1,0,2,1
Mammal,Myotis yumanensis,Yuma Myotis,2,N/A,2,2,2,2,2,1,2
Mammal,Perognathus apache melanotis,Apache Pocket Mouse,3,3,2,2,0,0,0,2,0
Mammal,Lepus californicus,Black-tailed Jackrabbit,3,N/A,2,2,0,2,2,2,2
Mammal,Neotoma cinerea,Bushy-tailed Woodrat,3,2,2,2,0,2,2,2,2
Mammal,Peromyscus crinitus,Canyon Mouse,3,3,2,2,0,2,2,2,2
Mammal,Dipodomys microps celsus,Chisel-toothed Kangaroo Rat,3,2,2,2,0,2,0,2,2
Mammal,Tamias quadrivittatus,Colorado Chipmunk,3,2,2,2,0,2,0,2,2
Mammal,Neotoma lepida,Desert Woodrat,3,3,2,2,0,2,0,2,2
Mammal,Conepatus leuconotus leuconotus,Hog-nosed Skunk,3,3,2,2,0,2,2,2,2
Mammal,Microtus longicaudus,Long-tailed Vole,3,2,2,2,0,2,2,2,2
Mammal,Mustela frenata,Long-tailed Weasel,3,3,2,2,0,2,2,2,2
Mammal,Peromyscus merriami,Merriam's Deermouse,3,N/A,2,2,0,2,2,2,2
Mammal,Sorex merriami,Merriam's Shrew,3,2,2,2,0,2,2,2,2
Mammal,Microtus mexicanus,Mexican Vole,3,2,2,2,0,2,2,2,2
Mammal,Sylvilagus nuttallii grangeri,North Kaibab Mountain Cottontail,3,2,2,2,0,2,2,2,2
Mammal,Glaucomys sabrinus,Northern Flying Squirrel,3,N/A,2,2,0,0,2,2,2
Mammal,Thomomys talpoides,Northern Pocket Gopher,3,3,2,2,0,2,0,2,2
Mammal,Reithrodontomys montanus,Plains Harvest Mouse,3,3,2,2,0,2,0,2,2
Mammal,Chaetodipus penicillatus,Desert Pocket Mouse,3,N/A,2,2,0,0,2,2,2
Mammal,Clethrionomys gapperi,Southern Red-backed Vole,3,3,2,2,0,2,0,2,2
Mammal,Sylvilagus nuttallii pinetis,Southwestern Cottontail,3,2,2,2,0,2,2,2,2
Mammal,Sigmodon fulviventer,Tawny-bellied Cotton Rat,3,3,2,2,0,2,0,2,2
Mammal,Spilogale gracilis,Western Spotted Skunk,3,3,2,2,0,2,2,2,2
Mammal,Sigmodon ochrognathus,Yellow-nosed Cotton Rat,3,2,2,2,0,2,0,2,2
Reptile,Phrynosoma mcallii,Flat-tailed Horned Lizard,1,1,2,1,1,2,2,2,2
Reptile,Heloderma suspectum,Gila Monster,1,2,2,1,2,2,2,2,1
Reptile,Sistrurus tergeminus,Massasauga,1,1,2,1,1,2,2,2,2
Reptile,Lampropeltis triangulum (Cochise Co.),Milksnake (Cochise Co.),1,1,2,1,0,1,2,2,1
Reptile,Gopherus agassizii,Mojave Desert Tortoise,1,1,2,1,1,2,1,2,2
Reptile,Thamnophis rufipunctatus,Narrow-headed Gartersnake,1,1,2,1,1,1,1,2,1
Reptile,Crotalus willardi obscurus,New Mexico Ridge-nosed Rattlesnake,1,1,2,1,0,1,2,2,2
Reptile,Thamnophis eques,Northern Mexican Gartersnake,1,1,2,1,1,1,2,2,1
Reptile,Terrapene ornata,Ornate Box Turtle,1,1,2,1,1,2,1,2,2
Reptile,Crotalus willardi willardi,Ridge-nosed Rattlesnake,1,1,2,1,2,1,2,2,1
Reptile,Crotalus lepidus,Rock Rattlesnake,1,1,2,1,2,1,2,2,2
Reptile,Gopherus morafkai,Sonoran Desert Tortoise,1,1,2,1,2,2,1,2,1
Reptile,Kinosternon sonoriense longifemorale,Sonoyta Mud Turtle,1,1,2,1,1,1,2,1,1
Reptile,Crotalus pricei,Twin-spotted Rattlesnake,1,1,2,1,2,1,2,2,1
Reptile,Crotalus cerberus,Arizona Black Rattlesnake,2,2,2,2,2,2,2,2,1
Reptile,Kinosternon arizonense,Arizona Mud Turtle,2,2,2,2,2,2,2,2,1
Reptile,Xantusia arizonae,Arizona Night Lizard,2,2,2,2,0,1,2,2,1
Reptile,Xantusia bezyi,Bezy’s Night Lizard,2,2,2,2,0,1,2,2,1
Reptile,Oxybelis aeneus,Brown Vinesnake,2,2,2,2,2,2,2,2,1
Reptile,Aspidoscelis stictogramma,Canyon Spotted Whiptail,2,2,2,2,2,2,2,2,1
Reptile,Tantilla wilcoxi,Chihuahuan Black-headed Snake,2,2,2,2,2,1,2,2,1
Reptile,Phrynosoma goodei,Goode's Horned Lizard,2,2,2,2,2,2,2,2,1
Reptile,Senticolis triaspis,Green Ratsnake,2,2,2,2,2,2,2,2,1
Reptile,Hypsiglena species novum,Hooded Nightsnake,2,2,2,2,2,2,2,2,1
Reptile,Elgaria kingii,Madrean Alligator Lizard,2,N/A,2,2,2,2,2,2,1
Reptile,Uma scoparia,Mohave Fringe-toed Lizard,2,2,2,2,2,1,2,2,2
Reptile,Uma thurmanae,Mohawk Dunes Fringe-toed Lizard,2,N/A,2,2,2,2,2,2,1
Reptile,Plestiodon callicephalus,Mountain Skink,2,N/A,2,2,2,2,2,2,1
Reptile,Chrysemys picta,Painted Turtle,2,2,2,2,2,1,2,2,2
Reptile,Aspidoscelis xanthonota,Red-back Whiptail,2,2,2,2,2,2,2,2,1
Reptile,Phrynosoma solare,Regal Horned Lizard,2,2,2,2,2,2,2,2,1
Reptile,Phyllorhynchus browni,Saddled Leaf-nosed Snake,2,2,2,2,2,2,2,2,1
Reptile,Sceloporus slevini,Slevin's Bunchgrass Lizard,2,2,2,2,1,1,2,2,1
Reptile,Kinosternon sonoriense sonoriense,Sonora Mud Turtle,2,2,2,2,2,2,2,2,1
Reptile,Crotaphytus nebrius,Sonoran Collared Lizard,2,2,2,2,2,2,2,2,1
Reptile,Micruroides euryxanthus,Sonoran Coralsnake,2,2,2,2,2,2,2,2,1
Reptile,Chionactis palarostris,Sonoran Shovel-nosed Snake,2,2,2,2,2,2,2,2,1
Reptile,Aspidoscelis sonorae,Sonoran Spotted Whiptail,2,3,2,2,2,2,2,2,1
Reptile,Masticophis bilineatus,Sonoran Whipsnake,2,2,2,2,2,2,2,2,1
Reptile,Crotalus pyrrhus (Tinajas Altas),Speckled Rattlesnake (Tinajas Altas),2,2,2,2,2,2,2,2,1
Reptile,Sceloporus virgatus,Striped Plateau Lizard,2,N/A,2,2,2,1,2,2,2
Reptile,Gyalopion quadrangulare,Thornscrub Hook-nosed Snake,2,2,2,2,2,2,2,2,1
Reptile,Lichanura trivirgata,Three-lined Boa,2,2,2,2,2,2,2,2,1
Reptile,Crotalus tigris,Tiger Rattlesnake,2,2,2,2,2,2,2,2,1
Reptile,Chilomeniscus stramineus,Variable Sandsnake,2,2,2,2,2,2,2,2,1
Reptile,Tantilla yaquia,Yaqui Black-headed Snake,2,2,2,2,2,1,2,2,1
Reptile,Sceloporus jarrovii,Yarrow's Spiny Lizard,2,N/A,2,2,2,2,2,2,1
Reptile,Kinosternon flavescens,Yellow Mud Turtle,2,2,2,2,2,1,2,2,2
Reptile,Uma rufopunctata,Yuman Desert Fringe-toed Lizard,2,2,2,2,2,1,2,2,1
Reptile,Thamnophis cyrtopsis,Black-necked Gartersnake,3,3,2,2,0,2,2,2,2
Reptile,Chionactis occipitalis,Mohave Shovel-nosed Snake,3,3,2,2,0,2,2,2,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,